fecha;material;precio_local;cantidad;precio_total_local;total_dolar;precio_dolar
10/7/2018;GORRA VENEZUELA PLATEADA;700;1;700;;
10/16/2018;FRANELAS VENEZUELA M DAMA VENEZUELA ABSTRACTA;800;1;800;;
10/17/2018;FRANELAS VENEZUELA L CAB VENEZUELA ABSTRACTA;850;1;850;;
10/20/2018;FRANELAS DAMAS PROMO;550;1;550;;
10/22/2018;FRANELA NEGRA SIN ESTAMPAR;400;1;400;;
10/22/2018;FARNELA NIÑA TALLA 10 NEGRA;700;1;700;;
10/22/2018;FRANELA XL CAB VENEZUELA NEGRA;1100;1;1100;;
10/22/2018;FRANELA L CAB VENEZUELA NEGRA;1000;1;1000;;
10/22/2018;FRANELAS DAMAS L  VENEZUELA NEGRA;900;1;900;;
10/22/2018;FRANELAS DAMAS PROMO;500;2;1000;;
10/22/2018;FRANELAS DAMAS PROMO;300;6;1800;;
10/24/2018;FRANELA NEGRA CHEVERE Y GORRA VZLA DORADA ESC;1000;2;2000;;
10/24/2018;FRANELA NEGRA L DORADA MATE;1000;1;1000;;
10/27/2018;FRANELAS PROMOCION;600;2;1200;;
10/27/2018;FRANELA NEGRA DORADA S;1400;1;1400;;
10/27/2018;FRANELAS NIÑOS;450;5;2250;;
10/27/2018;FRANELAS DAMAS PROMO;550;1;550;;
10/28/2018;FRANELAS DAMAS PROMO;550;3;1650;;
10/29/2018;FRANELA CAB M BANDERA;1200;1;1200;;
10/29/2018;DEUDA ALIX;1083;6;6498;;
10/30/2018;FRANELA  NEGRA XL DAMA CRUZ DIEZ;1300;1;1300;;
10/30/2018;FRANELA TALLA 8 CRUZ DIEZ;650;1;650;;
10/30/2018;FRANELA TALLA 2 VINYL;700;1;700;;
11/1/2018;FRANELA NEGRA VENEZUELA XL DAMAS;1500;1;1500;;
11/1/2018;FRANELA TALLA 4 VENEZUELA;700;1;700;;
11/2/2018;FRANELAS PROMO ;600;1;600;;
11/2/2018;FRANELAS M NEGRA VENEZUELA;1400;1;1400;;
11/3/2018;GORRAS NEGRAS MAYOR;900;4;3600;;
11/4/2018;FRANELAS PROMO;600;12;7200;;
11/23/2018;FRANELAS NEGRAS VINYL DORADAS  MAYOR;1100;6;6600;;
11/5/2018;FRANELA PROMO;600;1;600;;
11/4/2018;CARTUCHERA PEQUEÑA NO ELEJI;875;1;875;;
11/4/2018;FRANELAS L y XL VENEZUELA ABSTRACTA;1650;2;3300;;
11/5/2018;GORRAS NEGRAS;1200;2;2400;;
11/5/2018;TAZA BANDERA;950;1;950;;
11/5/2018;CARTUCHERA PEQUEÑA NO ELEJI;850;1;850;;
11/6/2018;FRANELAS PROMO;600;2;1200;;
11/6/2018;FRANELAS PROMO;650;2;1300;;
11/6/2018;FRANELA NIÑOS TALLA 2 VZLA;700;1;700;;
11/6/2018;FRANELA VINIL TALLA 2;800;1;800;;
11/6/2018;GORRA ;1250;1;1250;;
11/7/2018;GORRA;1300;3;3900;;
11/7/2018;FRANELA VZLA TALLA 12;600;1;600;;
11/7/2018;FRANELAS PROMO ;600;2;1200;;
11/7/2018;FRANELAS NIÑO CRUZ DIEZ;500;4;2000;;
11/8/2018;FRANELA PROMO;650;1;650;;
11/9/2018;GORRA;1430;1;1430;;
11/10/2018;FRANELAS CAB BLANCAS;1650;3;4950;;
11/10/2018;FRANELAS CAB NEGRA VENEZUELA RECT;1760;1;1760;;
11/10/2018;FRANELA NIÑO 12 NEGRA;1170;1;1170;;
11/10/2018;FRANELILLAS DAMAS ;1040;4;4160;;
11/10/2018;FRANELA NIÑOS TALLA 2 ;800;1;800;;
11/10/2018;FRANELA NIÑOS TALLA 8;860;1;860;;
11/10/2018;FRANELAS NEGRAS DAMAS;1690;4;6760;;
11/10/2018;GORRA;1430;1;1430;;
11/10/2018;FRANELA PROMO;700;1;700;;
11/10/2018;FRANELA NEGRA DAMAS;1690;1;1690;;
11/10/2018;FRANELA DAMAS BLANCA M ABS;1560;1;1560;;
11/10/2018;FRANELA GRIS VENEZUELA L;1550;1;1550;;
11/14/2018;FRANELILLAS DAMAS ;1300;1;1300;;
11/14/2018;FRANELA NEGRA MEDIO MAPA XL;1750;1;1750;;
11/14/2018;FRANELA CAB L AREPA;1700;1;1700;;
11/14/2018;FRANELA CAB L CRUZ DIEZ;1800;1;1800;;
11/14/2018;FRANELA DAMAS XL ABSTRACTA;1540;1;1540;;
11/14/2018;FRANELA CAB M NEGRA VENEZUELA;1900;1;1900;;
11/15/2018;FRANELA NEGRA M MEDIO MAPA PLATEADA;1600;1;1600;;
11/15/2018;FRANELA CAB GRIS VENEZUELA S;2000;1;2000;;
11/17/2018;GORRAS ;1250;6;7500;;
11/17/2018;FRANELAS NIÑOS VINIL;883;6;5298;;
11/17/2018;FRANELAS ADULTOS;1858;5;9290;;
11/17/2018;GORRA;1680;1;1680;;
11/17/2018;GORRA;1600;1;1600;;
11/17/2018;PORTA COSMETICOS GRANDES;1350;6;8100;;
11/17/2018;TULAS;1467;2;2934;;
11/17/2018;BANDOLERAS;1467;1;1467;;
11/21/2018;FRANELAS NEGRAS PLATEADAS;1500;2;3000;;
11/21/2018;FRANELAS GRIS DORADAS;1400;2;2800;;
11/23/2018;GORRA;2100;1;2100;;
11/24/2018;CARTUCHERA GRANDE NO ELEGI;1850;1;1850;;
11/24/2018;FRANELILLAS DAMAS ;1300;2;2600;;
11/26/2018;FRANELAS PROMO;1000;1;1000;;
11/30/2018;VASOS DECORATIVOS;950;4;3800;;
11/30/2018;CARTUCHERA AREPA POP;1800;1;1800;;
12/1/2018;VASOS ESTAMPADOS;0;3; -   ;25;
12/1/2018;FRANELA L CHEVERE DAMAS;2600;1;2600;;
12/1/2018;VASOS ESTAMPADOS;1000;2;2000;;
12/1/2018;VASOS ESTAMPADOS;0;5; -   ;10;
12/1/2018;TAZA BANDERA;0;1; -   ;5.5;
12/1/2018;FRANELAS NIÑOS;0;4; -   ;20;
12/1/2018;FRANELA M NEGRA CHEVERE;0;1; -   ;7;
12/1/2018;GORRA;0;1; -   ;7;
12/1/2018;VIAJERAS;0;2; -   ;10;
12/1/2018;GORRA;2750;1;2750;;
12/1/2018;MANILLA;1000;1;1000;;
12/1/2018;VASOS ESTAMPADOS;900;1;900;;
12/3/2018;VASOS ESTAMPADOS;1220;1;1220;;
12/4/1900;GORRA;2750;1;2750;;
12/4/2018;BANDOLERA;3570;1;3570;;
12/4/1900;FRANELA AREPA + GORRA ;2250;2;4500;;
12/4/2018;FRANELAS PROMO;1500;3;4500;;
12/4/1900;FRANELA VINO TINTO TALLA 6;2250;1;2250;;
12/4/2018;FRANELA AREPA ;3500;1;3500;;
12/4/1900;TAZAS SUBLIMADAS;2000;3;6000;;
12/4/2018;LLAVERO PIN PON;1000;1;1000;;
12/4/1900;FRANELA M NEGRA CHEVERE;4000;1;4000;;
12/4/2018;CARTUCHERA GRANDE HARINA PAN;2750;1;2750;;
12/4/2018;FRANELA PROMO ;1200;1;1200;;
12/4/2018;FRANELA NEGRA M CHEVERE;3000;1;3000;;
12/5/2018;FRANELAS AREPA Y 2 DAMAS CORAZON;0;3; -   ;21;
12/5/2018;GORRAS ;0;2; -   ;16;
12/6/2018;TAZA PALABRAS;2400;1;2400;;
12/7/2018;2 FRANELAS NIÑOS + 4 VASOS;0;4; -   ;20;
12/8/2018;BANDOLERA LLEVO TU LUZ;4200;1;4200;;
12/8/2018;TAZA PALABRAS;2700;1;2700;;
12/8/2018;BANDOLERA LLEVO TU LUZ;4200;1;4200;;
12/8/2018;FRANELA M NEGRA CHEVERE;4800;1;4800;;
12/8/2018;TAZA PALABRAS;2700;1;2700;;
12/9/2018;TAZA PALABRAS;2700;1;2700;;
12/9/2018;VASOS ESTAMPADOS;1800;6;10800;;
12/9/2018;PULSERITAS TRIO ADRIANA  HIDALGO;2500;2;5000;;
12/10/2018;CARTUCHERA Y VIAJERA;0;2; -   ;20;
12/10/2018;VASOS ESTAMPADOS;1800;1;1800;;
12/12/2018;VASOS ESTAMPADOS;1800;5;9000;;
12/12/2018;FRANELAS NEGRAS DAMAS;0;3; -   ;;
12/12/2018;FRANELA CAB M NEGRA;0;1; -   ;34;
12/13/2018;VASOS ESTAMPADOS;2500;1;2500;;
12/13/2018;PORTA COSMETICO GRANDE HARINA PAN;4200;1;4200;;
12/13/2018;2 FRANELAS + TULA CINESTIMO;0;3; -   ;20;
12/13/2018;TULAS;6500;2;13000;;
12/13/2018;2 CARTUCHERAS + 3 VIAJERAS;3300;5;16500;;
12/13/2018;FRANELAS DAMAS  PRECIO 7.5 A MONITOR;0;11; -   ;;
12/13/2018;FRANELAS CABALLEROS PRECIO 8 A MONITOR;25000;2;50000;;
12/13/2018;GORRAS A 6$  A MONITOR ;0;4; -   ;;
12/15/2018;GORRA;4200;1;4200;;
12/15/2018;FRANELA VZLA TALLA 12 + CHEVERE GRIS DAMA;0;2; -   ;10;
12/15/2018;FRANELA M NEGRA DAMAS;6400;1;6400;;
12/21/2018;VASOS ESTAMPADOS;0;6; -   ;18;
12/21/2018;FRANELAS GRIS CON NEGRO CHEVERE;0;4; -   ;28;
12/21/2018;FRANELAS GRIS CON AZUL CHEVERE;0;2; -   ;12;
12/21/2018;NIÑOS TALLA 12 VZLA;0;1; -   ;4;
12/21/2018;FRANELAS DAMAS  PRECIO 7.5 A MONITOR;0;4; -   ;30;
12/21/2018;GORRAS A 6$  A MONITOR ;0;7; -   ;42;
12/21/2018;FRANELAS CAB ;8500;2;17000;;
12/21/2018;TULAS;7650;2;15300;;
12/21/2018;FRANELA NIÑOS TALLA 4;3400;1;3400;;
12/21/2018;FRANELA NIÑOS TALLA 10;4500;1;4500;;
12/21/2018;PULSERITA ADRIANA HIDALGO;3600;1;3600;;
12/21/2018;VASOS ESTAMPADOS;2300;1;2300;;
12/23/2018;VASOS ESTAMPADOS;0;8; -   ;20;
12/24/2018;TULAS;7650;1;7650;;
12/26/2019;VASOS ESTAMPADOS;2550;4;10200;;
12/27/2019;FRANELA NEGRA M VENEZUELA;0;1; -   ;9;
1/3/2019;VASOS ESTAMPADOS;2200;9;19800;;
1/7/2019;FRANELA NEGRA;10000;1;10000;;
1/7/2019;PULSERA CUERO GRUESA;2500;1;2500;;
1/7/2019;PULSERA CUERO DELGADA;1500;1;1500;;
1/8/2019;GORRA;8450;1;8450;;
1/8/2019;FRANELA NEGRA  DAMAS XL;0;1; -   ;7;
1/10/2019;FRANELAS BLANCAS XL CAB CD Y XL DAMA ABST;0;2; -   ;20;
1/17/2019;FRANELAS ABST XL DAMA;27000;1;27000;;
1/18/2019;FRANELA TALLA 4 ABST;12000;1;12000;;
1/19/2019;VASOS ESTAMPADOS;8000;1;8000;;
1/19/2019;GORRA;17500;1;17500;;
1/22/2019;FRANELA PROMO;10000;1;10000;;
1/22/2019;FRANELAS CAB XL Y DAMAS L LIBERTAD;0;2; -   ;20;
1/23/2019;FRANELA PERSONALIZADA;0;1; -   ;12;
1/26/2019;FRANELA NEGRA DAMAS L VENEZUELA;30000;1;30000;;
1/26/2019;PULSERITAS CUERO;2000;3;6000;;
1/26/2019;FRANELA BLANCA M VENEZUELA;25000;1;25000;;
1/26/2019;COLLAR MAPA PEQUEÑO;8000;1;8000;;
1/26/2019;PULSERA MANILLA;6000;1;6000;;
1/29/2019;CARTUCHERA;13000;1;13000;;
2/5/2019;TAZA BANDERA;0;1; -   ;4;
2/5/2019;VASO SUBLIMADO;0;1; -   ;3;
2/7/2019;PULSERAS;0;2; -   ;7;
2/7/2019;GORRA;0;1; -   ;8;
2/8/2019;MAPA;0;1; -   ;5;
2/8/2019;FRANELA BLANCA CORAZON ;25000;1;25000;;
2/8/2019;FRANELAS NEGRAS CAB;35000;2;70000;;
2/8/2019;FRANELAS NEGRAS DAMAS;30000;2;60000;;
2/8/2019;VASO SUBLIMADOS;10000;3;30000;;
2/8/2019;FRANELAS BLANCAS DAMAS ;28000;2;56000;;
2/8/2019;FRANELAS BLANCAS DAMAS ;0;1; -   ;9;
2/8/2019;VASOS;0;6; -   ;24;
2/8/2019;CARTUCHERA;0;1; -   ;5;
2/8/2019;FRANELAS BLANCAS DAMAS ;25000;2;50000;;
2/8/2019;FRANELA BLANCA CABALLEROS;35000;1;35000;;
2/8/2019;FRANELA NEGRA DAMAS;30000;1;30000;;
2/8/2019;GORRA;20000;1;20000;;
2/8/2019;VASO;12000;1;12000;;
2/8/2019;FRANELAS NIÑOS TALLA 12 VZLA Y MAPA;15000;2;30000;;
2/8/2019;PULSERA CUERITO;8000;1;8000;;
2/8/2019;FRANELA NIÑOS TALLA 12 VZLA;15000;1;15000;;
2/8/2019;VASO;12000;1;12000;;
2/8/2019;FRANELILLAS;18000;2;36000;;
2/8/2019;FRANELA NIÑOS TALLA 10;10000;1;10000;;
2/13/2019;FRANELAS BLANCAS;28000;2;56000;;
2/13/2019;FRANELAS DAMAS NEGRAS S;0;2; -   ;20;
2/13/2019;FRANELAS DAMAS BLANCAS;20000;5;100000;;
2/13/2019;FRANELA DAMAS NEGRAS;0;1; -   ;12;
2/13/2019;TAZA BANDERA;0;1; -   ;5;
2/13/2019;BANDOLERA;0;1; -   ;8;
2/13/2019;VIAJERAS;0;2; -   ;10;
2/13/2019;FRANELA BLANCA;0;1; -   ;5;
2/13/2019;FRANELA NEGRA CAB;35000;1;35000;;
2/13/2019;FRANELAS VARIAS;0;3; -   ;27;
2/14/2019;GORRA;0; -   ;8;;
2/14/2019;TAZA PALABRAS;0; -   ;4;;
2/14/2019;TAZAS;15000;2;30000;;
2/14/2019;FRANELA NIÑOS;10000;1;10000;;
2/14/2019;VASO;12000;1;12000;;
2/15/2019;ESTAMPADO BODYS;5500;2;11000;;
2/16/2019;FRANELA BLANCA CRUZ DIEZ;25000;1;25000;;
2/16/2019;FRANELA BLANCA DAMAS S;20000;1;20000;;
2/16/2019;CARTUCHERA;15000;1;15000;;
2/18/2019;FRANELAS DAMAS;0;2; -   ;22;
2/19/2019;VASOS;12000;4;48000;;
2/19/2019;TAZAS;15000;1;15000;;
2/20/2019;FRANELA NIÑOS;10000;1;10000;;
2/20/2019;FRANELILLAS;18000;1;18000;;
2/20/2019;FRANELAS NIÑOS;10000;3;30000;;
2/20/2019;FRANELA NIÑOS;0;1; -   ;5;
2/26/2019;FRANELAS NIÑOS;10000;3;30000;;
2/26/2019;FRANELA L  ANIMAL PRINT;45000;1;45000;;
2/26/2019;FRANELA L  ANIMAL PRINT;40000;1;40000;;
2/26/2019;FRANELAS CABALLEROS PROMOCION;20000;2;40000;;
2/26/2019;FRANELA CRUZ DIEZ DAMA;25000;1;25000;;
2/26/2019;FRANELAS XS DAMAS;15000;2;30000;;
2/26/2019;FRANELA DAMAS NEGRAS;0;1; -   ;10;
2/26/2019;FRANELA NIÑOS;10000;1;10000;;
2/27/2019;FRANELA NIÑOS;15000;1;15000;;
2/27/2019;FRANELAS NIÑOS;10000;15;150000;;
2/28/2019;FRANELAS NIÑOS;10000;1;10000;;
2/28/2019;FRANELAS NIÑOS ;10000;15;150000;;
3/1/2019;FRANELAS NIÑOS ;10000;7;70000;;
3/1/2019;FRANELA CAB;25000;1;25000;;
3/1/2019;FRANELA NIÑA VINO TINTO;15000;1;15000;;
3/1/2019;PULSERA CORAZON;12000;1;12000;;
3/1/2019;FRANELAS TRICOLOR;0;3; -   ;30;
3/1/2019;FRANELAS TRICOLOR;38000;6;228000;;
3/1/2019;FRANELAS VARIAS;0;21; -   ;150;
3/3/2019;FRANELAS BLANCAS;25000;6;150000;;
3/4/2019;FRANELAS NEGRAS;30000;2;60000;;
3/7/2019;FRANELAS VARIAS;0; -   ;85;;
3/13/2019;12GORRAS  3VASOS 1 ZARCILLO;0;16; -   ;98;
3/15/2019;FRANELA AREPA;30000;1;30000;;
3/16/2019;FRANELAS NEGRAS DAMAS Y CAB ;46500;2;93000;;
3/16/2019;FRANELAS VARIAS ;18000;3;54000;;
3/16/2019;PULSERA CUERO;10000;1;10000;;
3/16/2019;FRANELAS NIÑOS ;10000;2;20000;;
3/21/2019;FRANELAS VARIAS;0;3; -   ;30;
3/22/2019;FRANELAS VARIAS BLANCAS;28000;6;168000;;
3/23/2019;BRAZALETE;16000;1;16000;;
3/28/2019;FRANELAS VARIAS KLEYVER  MUSICO;48000;5;240000;;
4/4/2019;FRANELAS NIÑAS;22500;2;45000;;
4/4/2019;FRANELA CAB L NEGRA;48000;1;48000;;
4/4/2019;FRANELAS DAMAS NEGRAS;40000;2;80000;;
4/4/2019;FRANELAS DAMAS BLANCAS;28000;6;168000;;
4/4/2019;FRANELAS DAMAS NEGRAS;35000;2;70000;;
4/4/2019;FRANELA CAB M NEGRA;45000;1;45000;;
4/4/2019;FRANELA DAMA L NEGRA;40000;1;40000;;
4/4/2019;FRANELA DAMA M NEGRA;46000;1;46000;;
4/4/2019;VASO SUBLIMADO;18000;1;18000;;
4/5/2019;VIAJERA CRUZ DIEZ;24000;1;24000;;
4/6/2019;FRANELAS DAMAS NEGRAS;40000;1;40000;;
4/6/2019;FRANELA CAB L NEGRA;45000;1;45000;;
4/7/2019;FRANELAS DAMAS NEGRAS;40000;2;80000;;
4/8/2019;FRANELAS DAMAS NEGRAS;35000;2;70000;;
4/9/2019;GORRA, CARTUCHERA Y FANTASMITA;0;3; -   ;18;
4/10/2019;FRANELA NEGRA  TORONTO;40000;1;40000;;
4/11/2019;FRANELAS BLANCAS;30000;2;60000;;
4/12/2019;FRANELAS NIÑOS;20000;2;40000;;
4/13/2019;FRANELA NEGRA TALLA S;55000;1;55000;;
4/13/2019;GORRA ;45000;1;45000;;
4/14/2019;FRANELAS DAMAS CABALLO  ;63000;2;126000;;
4/14/2019;FRANELA CAB CABALLO  ;67500;1;67500;;
4/17/2019;FRANELAS DAMAS NEGRAS;50000;2;100000;;
4/17/2019;FRANELA NIÑOS TALLA 6;15000;1;15000;;
4/23/2019;GORRA Y FRANELA BLANCA DAMA TALLA L;0;2; -   ;20;
4/23/2019;COLLAR MAPA ;25000;1;25000;;
4/23/2019;BANDOLERA;45000;1;45000;;
4/23/2019;FRANELAS CASA LIMPIA Y GORRA;0;5; -   ;50;
4/24/2019;TAZA BANDERA;23000;1;23000;;
4/25/2019;FRANELA NIÑA TALLA 12;39200;1;39200;;
4/25/2019;BODY ;0;1; -   ;3;
4/27/2019;FRANELA NEGRA DAMAS M;0;1; -   ;10;
4/28/2019;FRANELAS NEGRAS DAMA XL CAB XL NIÑOS 2;0;2; -   ;29;
4/29/2019;FRANELA DAMA L NEGRA;70000;1;70000;;
4/29/2019;FRANELAS CAB XL NEGRA;80000;1;80000;;
5/1/2019;FRANELA DAMA CRUZ DIEZ Y NIÑO TALLA 10;0;2; -   ;9;
5/2/2019;TAZA BANDERA;0;1; -   ;4;
5/3/2019;FRANELA CAB XL NEGRA;72000;1;72000;;
5/3/2019;FRANELA CAB M NEGRA;66000;1;66000;;
5/3/2019;FRANELA CAB TALLA 16 NEGRA;54000;1;54000;;
5/3/2019;FRANELA NIÑO TALLA 10 NEGRA;42000;1;42000;;
5/3/2019;FRANELA NIÑO TALLA 2 NEGRA;42000;1;42000;;
5/3/2019;GORRA;0;1; -   ;10;
5/3/2019;CARTUCHERA;0;1; -   ;5;
5/6/2019; 15 ESTAMPADOS  PARA LA GORDA;0;1; -   ;15;
5/6/2019;FRANELAS NIÑOS TALLAS 12 Y 4;0;2; -   ;14;
5/6/2019;FRANELA DAMA FREEDOM TALLA S;0;1; -   ;10;
5/6/2019;FRANELA CAB L NEGRA BANDERA MANCHA;0;1; -   ;13;
5/6/2019;PULSERA CUERO GRUESA;0;1; -   ;3;
5/6/2019;FRANELA DAMA XL NEGRA ;0;1; -   ;10;
5/7/2019;FRANELAS DAMAS BLANCAS M Y L ;0;2; -   ;26;
5/7/2019;FRANELA CAB TALLA 16 BLANCA;0;1; -   ;10;
5/7/2019;FRANELA DAMA S NEGRA;0;1; -   ;10;
5/7/2019;FRANELA TILLOS TALLA 8;0;1; -   ;3;
5/9/2019;PORTACOSMETICO GRANDE ;42000;1;42000;;
5/9/2019;GORRA ELECTROCARDIOGRAMA;0;1; -   ;10;
5/10/2019;FRANELAS DAMAS NEGRAS M Y XL;0;2; -   ;22;
5/10/2019;FRANELA FORTNITE OVEJITA TALLA 10;0;1; -   ;6;
5/10/2019;FRANELAS DAMAS BLANCAS S M Y L  8$ C/U;0;6; -   ;48;
5/10/2019;PULSERA SENCILLA;12000;1;12000;;
5/11/2019;FRANELAS DAMAS BLANCAS S M Y L  8$ C/U;0;4; -   ;32;
5/11/2019;FRANELAS DAMAS BLANCAS M Y L  NIÑA TALLA 6;0;3; -   ;15;
5/12/2019;GORRA VZLA DORADA ESCARCHADA;60000;1;60000;;
5/12/2019;FRANELAS DAMAS NEGRAS M Y L;0;2; -   ;24;
5/12/2019;FRANELAS NIÑOS TALLAS 2, 8 Y 10;0;3; -   ;16;
5/12/2019;COLLAR MAPA;28500;1;28500;;
5/12/2019;FRANELA DAMA M NEGRA;0;1; -   ;12;
5/12/2019;PULSERA CUERO GRUESA;0;1; -   ;3;
5/12/2019;FRANELA NIÑOS TALLA 8;0;1; -   ;3;
5/12/2019;BODY;0;1; -   ;2;
5/14/2019;GORRA;0;1; -   ;10;
5/14/2019;LLAVEROS;0;4; -   ;8;
5/14/2019;VASOS;0;2; -   ;8;
5/14/2019;FRANELA CAB XL NEGRA;84000;1;84000;;
5/14/2019;VASOS;24000;4;96000;;
5/14/2019;PORTACOSMETICO PEQ;30000;1;30000;;
5/16/2019;FRANELAS VARIAS ;4; -   ;51;;
5/17/2019;FRANELA DAMA M BLANCA;60000;1;60000;;
5/17/2019;FRANELA CAB XL BLANCA;0;1; -   ;14;
5/17/2019;FRANELA DAMA XL BLANCA;0;1; -   ;13;
5/17/2019;FRANELA NIÑA TALLA 10;0;1; -   ;7;
5/18/2019;VASOS SUBLIMADOS;24000;2;48000;;
5/18/2019;FRANELAS CAB L NEGRAS;80000;3;240000;;
5/19/2019;FRANELAS NIÑOS TALLA 12 ;62000;2;124000;;
5/19/2019;FRANELA DAMA M NEGRA;74000;1;74000;;
5/20/2019;FRANELA DAMA XL NEGRA ;66000;2;132000;;
5/20/2019;FRANELAS NIÑOS;20000;2;40000;;
5/21/2019;FRANELA DAMA L NEGRA + GORRA;0;2; -   ;20;
5/22/2019;FRANELA DAMA XL NEGRA ;72000;1;72000;;
5/22/2019;FRANELAS DAMA XL NEGRA;0;2; -   ;;
5/22/2019;PULSERA CLINEJA;20000;1;20000;;
5/22/2019;ESTAMPADO FRANELA NIÑO BANDERA;21000;1;21000;;
5/23/2019;FRANELA CAB XXL NEGRA CPREVENTIVA;0;1; -   ;17;
5/24/2019;VASO SUBLIMADO ;25200;1;25200;;
5/24/2019;LLAVERO CRUZ DIEZ;15750;1;15750;;
5/24/2019;LLAVERO CRUZ DIEZ;15750;2;31500;;
5/24/2019;LLAVERO CRUZ DIEZ Y NO ELEGI;15750;2;31500;;
5/24/2019;VASO SUBLIMADO ;25200;1;25200;;
5/24/2019;FRANELA DAMA L NEGRA ;81900;1;81900;;
5/24/2019;FRANELA NIÑO TALLA 4 VINIL;44100;1;44100;;
5/25/2019;FRANELA TALLA 14 BLANCA;50000;1;50000;;
5/25/2019;GORRA;0;1; -   ;10;
5/25/2019;FRANELA CAB GRIS L;0;1; -   ;14;
5/25/2019;BODY BEBE;0;1; -   ;3;
5/25/2019;FRANELA NIÑO TALLA 6 SERIFRAFIA;0;1; -   ;3;
5/27/2019;FRANELA CAB M  NEGRA AVENGER;0;1; -   ;14;
5/28/2019;FRANELAS NIÑOS SERIFRAFIA TALLAS 8 Y 10;20000;2;40000;;
5/28/2019;FRANELAS DAMAS S Y M NEGRAS;80000;3;240000;;
5/28/2019;FRANELA DAMAS M POR TI MI VZLA;90000;1;90000;;
5/28/2019;FRANELA NIÑA TALLA 12 ;45000;1;45000;;
5/28/2019;TAZA PALABRAS;0;1; -   ;4;
5/28/2019;FRANELA CAB XXL NEGRA VZLA;0;1; -   ;16;
5/28/2019;FRANELA DAMA S NEGRA SUSEJ;81900;1;81900;;
5/30/2019;FRANELAS NEGRAS TRIO BISTRO;80000;4;320000;;
5/30/2019;ESTAMPADO QUIKSILVER Y JUST DO IT;20000;2;40000;;
5/30/2019;PULSERA DELGADA MAPA;10000;1;10000;;
